stationName,Province,Climate.ID,Station.ID,WMO.ID,TC.ID,Latitude..Decimal.Degrees.,Longitude..Decimal.Degrees.,Latitude,Longitude,Elevation..m.,First.Year,Last.Year,HLY.First.Year,HLY.Last.Year,DLY.First.Year,DLY.Last.Year,MLY.First.Year,MLY.Last.Year
BLACKCOMB BASE SLIDING CENTRE BOTTOM,BRITISH COLUMBIA,1100882,47807,NA,VON,50.11,-122.94,500621007,-1225632001,816.6,2008,2010,2008,2010,2008,2010,NA,NA
WHISTLER MOUNTAIN TIMING FLATS,BRITISH COLUMBIA,1100883,47867,NA,VOT,50.09,-122.98,500530000,-1225849300,804.9,2009,2010,2009,2010,2009,2010,NA,NA
CALLAGHAN VALLEY,BRITISH COLUMBIA,1101300,43500,71688,VOD,50.14,-123.11,500838059,-1230638010,884,2005,2023,2005,2020,2005,2023,2005,2007
CALLAGHAN VALLEY(BIATHALON),BRITISH COLUMBIA,1101310,45707,NA,VOY,50.15,-123.12,500850002,-1230656002,870,2007,2010,2007,2010,2007,2010,NA,NA
CALLAGHAN VALLEY BIATHLON HIGH LEVEL,BRITISH COLUMBIA,1101313,47835,NA,,50.01,-123.12,500032000,-1230707009,882.7,2009,2010,2009,2010,2009,2010,NA,NA
CALLAGHAN VALLEY CROSS COUNTRY HIGH LEVEL,BRITISH COLUMBIA,1101316,47834,NA,,50.14,-123.11,500834008,-1230623002,922,2009,2010,2009,2010,NA,NA,NA,NA
CALLAGHAN VALLEY LOW LEVEL,BRITISH COLUMBIA,1101318,47833,NA,,50.14,-123.12,500823002,-1230701003,838,2009,2010,2009,2010,2009,2010,NA,NA
CALLAGHAN VALLEY(SKI JUMP BOTTOM),BRITISH COLUMBIA,1101320,46967,NA,VOX,50.14,-123.11,500812600,-1230647300,860,2008,2010,2008,2010,2008,2010,NA,NA
CULTUS LAKE,BRITISH COLUMBIA,1102221,50368,NA,VCL,49.08,-121.98,490444000,-1215843000,45.7,2012,2023,2012,2020,2018,2023,NA,NA
CYPRESS BOWL NORTH,BRITISH COLUMBIA,1102255,44023,NA,VOE,49.4,-123.21,492407015,-1231227027,953,2005,2010,2005,2010,2005,2010,2005,2007
CYPRESS BOWL SOUTH,BRITISH COLUMBIA,1102256,44024,NA,VOG,49.38,-123.19,492243400,-1231138300,885.5,2005,2010,2005,2010,2005,2010,2005,2005
CYPRESS BOWL GRANDSTAND,BRITISH COLUMBIA,1102257,48488,NA,VWG,49.4,-123.21,492344006,-1231222008,968,2010,2010,2010,2010,2010,2010,NA,NA
DELTA BURNS BOG,BRITISH COLUMBIA,1102415,49088,71042,VBB,49.13,-123,490733053,-1230008085,3.11,2010,2023,2010,2020,2011,2023,NA,NA
RICHMOND OPERATIONS CENTRE,BRITISH COLUMBIA,1105210,48448,71112,VMO,49.18,-123.08,491054840,-1230441160,16,2010,2018,2010,2018,2010,2018,NA,NA
PITT MEADOWS CS,BRITISH COLUMBIA,1106178,6830,71775,WMM,49.21,-122.69,491229964,-1224124076,5,1993,2023,1993,2020,1993,2023,1993,2007
POINT ATKINSON,BRITISH COLUMBIA,1106200,844,71037,WSB,49.33,-123.26,491949300,-1231553000,14,1968,2023,1980,2020,1968,2023,1968,2001
SANDHEADS CS,BRITISH COLUMBIA,1107010,6831,71209,WVF,49.11,-123.3,490621225,-1231812123,11,1991,2023,1991,2020,1991,2023,1991,1999
TSAWWASSEN FERRY AUTO,BRITISH COLUMBIA,1108291,50228,NA,VTF,49,-123.13,490014080,-1230800040,7.3,2012,2023,2012,2020,2018,2023,NA,NA
VANCOUVER SEA ISLAND CCG,BRITISH COLUMBIA,1108380,51357,71608,VVR,49.18,-123.19,491057000,-1231114050,2.11,2013,2023,2013,2020,2013,2023,NA,NA
VANCOUVER INTL A,BRITISH COLUMBIA,1108395,51442,71892,YVR,49.19,-123.18,491141000,-1231102000,4.3,2013,2023,2013,2020,2013,2023,NA,NA
VANCOUVER HILLCREST,BRITISH COLUMBIA,1108433,48328,NA,VWC,49.23,-123.1,491400648,-1230600376,83.9,2009,2010,2009,2010,2009,2010,NA,NA
VANCOUVER HARBOUR CS,BRITISH COLUMBIA,1108446,888,71201,WHC,49.3,-123.12,491743270,-1230718730,2.5,1925,2023,1980,2020,1925,2023,1925,2007
VANCOUVER INT'L A,BRITISH COLUMBIA,1108447,889,NA,YVR,49.2,-123.18,491142000,-1231055000,4.3,1937,2013,1980,2013,1937,2013,1937,2013
WEST VANCOUVER AUT,BRITISH COLUMBIA,1108824,6833,71784,WWA,49.35,-123.19,492049350,-1231135910,170.21,1992,2023,1992,2020,1992,2023,1992,2007
WHITE ROCK CAMPBELL SCIENTIFIC,BRITISH COLUMBIA,1108910,925,71785,WWK,49.02,-122.78,490105000,-1224702000,13,1929,2023,1980,2020,1929,2023,1929,2007
WHISTLER MOUNTAIN HIGH LEVEL,BRITISH COLUMBIA,1108987,43660,NA,VOA,50.08,-122.95,500437034,-1225646050,1639.97,2005,2010,2005,2010,2005,2010,2005,2007
WHISTLER MOUNTAIN LOW LEVEL,BRITISH COLUMBIA,1108988,43680,NA,VOB,50.09,-122.98,500516053,-1225832031,933.13,2005,2010,2005,2010,2005,2010,2005,2007
WHISTLER MOUNTAIN HIGH LEVEL REMOTE WIND,BRITISH COLUMBIA,1108989,44463,NA,VOH,50.07,-122.95,500427030,-1225649000,1690,2005,2010,2005,2010,2005,2010,NA,NA
WHISTLER MOUNTAIN MID-STATION,BRITISH COLUMBIA,1108990,46307,NA,VOL,50.09,-122.96,500506000,-1225751000,1320,2007,2010,2007,2010,2007,2010,NA,NA
HOPE,BRITISH COLUMBIA,1113539,945,71114,YHE,49.37,-121.48,492200000,-1212900000,39,1990,2005,1990,2005,1990,2005,1990,2004
HOPE A,BRITISH COLUMBIA,1113540,946,NA,,49.37,-121.5,492206000,-1212953000,39,1934,1995,1980,1995,1934,1995,1934,1995
HOPE (AUT),BRITISH COLUMBIA,1113541,8152,71114,ZHE,49.37,-121.5,492206000,-1212953000,39,2004,2012,2004,2012,2004,2012,2005,2007
HOPE A,BRITISH COLUMBIA,1113542,49588,71187,YHE,49.37,-121.5,492206000,-1212953000,39,2011,2023,2011,2020,2011,2023,NA,NA
HOPE AIRPORT,BRITISH COLUMBIA,1113543,50517,71114,VPE,49.37,-121.49,492211400,-1212936500,39,2012,2023,2012,2020,2012,2023,NA,NA
HOPE SLIDE,BRITISH COLUMBIA,1113581,951,NA,WKV,49.27,-121.23,491600000,-1211400000,685,1969,2023,1980,2020,1975,2023,1975,2007
HOPE SLIDE A,BRITISH COLUMBIA,1113582,52160,NA,WKV,49.28,-121.24,491630000,-1211411000,687.8,2014,2023,2014,2020,NA,NA,NA,NA
LILLOOET,BRITISH COLUMBIA,1114619,27388,71999,WKF,50.68,-121.93,504101420,-1215602945,239.5,1997,2023,1997,2020,1997,2023,1997,2005
LYTTON A,BRITISH COLUMBIA,1114738,51598,71812,WLY,50.22,-121.58,501328000,-1213455000,224.9,2013,2023,2013,2020,2013,2023,NA,NA
LYTTON,BRITISH COLUMBIA,1114739,961,NA,WLY,50.22,-121.58,501328000,-1213455000,225,1990,2013,1990,2013,1990,2013,1990,2007
LYTTON,BRITISH COLUMBIA,1114741,963,NA,,50.23,-121.58,501400000,-1213500000,229,1970,1991,1980,1991,1970,1991,1970,1991
LYTTON RCS,BRITISH COLUMBIA,1114746,44927,71765,VLY,50.22,-121.58,501328000,-1213455000,225,2006,2023,2006,2020,2006,2023,2006,2006
KELOWNA,BRITISH COLUMBIA,1123939,48369,71203,YLW,49.96,-119.38,495726000,-1192240000,433.1,2009,2023,2009,2020,2009,2023,NA,NA
KELOWNA AWOS,BRITISH COLUMBIA,1123965,30954,NA,VLW,49.96,-119.38,495722000,-1192240000,429.5,2004,2010,2004,2010,2005,2010,2005,2007
KELOWNA A,BRITISH COLUMBIA,1123970,1001,71203,YLW,49.96,-119.38,495722000,-1192240000,429.5,1959,2005,1980,2005,1968,2005,1968,2005
KELOWNA UBCO,BRITISH COLUMBIA,1123996,51117,71644,VKU,49.94,-119.4,495626700,-1192400760,456,2012,2023,2012,2020,2013,2023,NA,NA
MERRITT,BRITISH COLUMBIA,1125073,49408,71557,VME,50.11,-120.78,500645007,-1204641000,591,2011,2023,2011,2020,2011,2023,NA,NA
OSOYOOS CS,BRITISH COLUMBIA,1125852,1041,71215,WYY,49.03,-119.44,490141850,-1192627570,282.9,1990,2023,1990,2020,1990,2023,1990,2006
PENTICTON A,BRITISH COLUMBIA,1126146,50269,71889,YYF,49.46,-119.6,492745000,-1193608000,344.4,2012,2023,2012,2020,2012,2023,NA,NA
PENTICTON A,BRITISH COLUMBIA,1126150,1053,71889,YYF,49.46,-119.6,492747000,-1193608000,344.42,1941,2012,1980,2012,1941,2012,1941,2012
PRINCETON A,BRITISH COLUMBIA,1126510,1056,NA,YDC,49.47,-120.51,492804000,-1203045000,701.65,1936,2023,1980,2020,1936,2023,1937,2007
PRINCETON A,BRITISH COLUMBIA,1126511,51439,NA,YDC,49.47,-120.51,492804000,-1203045000,701.6,2013,2023,2013,2020,NA,NA,NA,NA
PRINCETON A,BRITISH COLUMBIA,1126518,52958,NA,YDC,49.47,-120.51,492804000,-1203045000,701.6,2014,2023,2014,2020,2018,2023,NA,NA
VERNON,BRITISH COLUMBIA,1128551,1065,NA,,50.23,-119.28,501400000,-1191700000,556,1971,1995,1980,1995,1971,1994,1971,1994
VERNON CS,BRITISH COLUMBIA,1128581,6837,NA,,50.22,-119.19,501323900,-1191136800,482,1991,2008,1991,2008,1991,2008,1991,2006
VERNON AUTO,BRITISH COLUMBIA,1128582,46987,71115,WJV,50.22,-119.19,501323900,-1191136700,482,2005,2023,2005,2020,2005,2023,NA,NA
PRINCETON CS,BRITISH COLUMBIA,112FN0M,6834,71032,WPR,49.47,-120.51,492754000,-1203036000,696.5,1992,2023,1992,2020,1992,2023,1993,2006
SUMMERLAND CS,BRITISH COLUMBIA,112G8L1,979,71768,WUS,49.56,-119.65,493345200,-1193855300,454.2,1990,2023,1990,2020,1990,2023,1990,2006
CASTLEGAR A,BRITISH COLUMBIA,1141455,1105,NA,YCG,49.3,-117.63,491747000,-1173757000,495.6,1954,2023,1980,2020,1965,2023,1966,2007
CASTLEGAR A,BRITISH COLUMBIA,1141456,51458,NA,YCG,49.3,-117.63,491746000,-1173757000,495.6,2013,2023,2013,2020,NA,NA,NA,NA
CASTLEGAR A,BRITISH COLUMBIA,1141460,52938,NA,YCG,49.3,-117.63,491746000,-1173757000,495.6,2014,2023,2014,2020,2018,2023,NA,NA
NAKUSP CS,BRITISH COLUMBIA,1145297,6840,71216,WNP,50.27,-117.82,501609930,-1174901540,512.1,1991,2023,1991,2020,1991,2023,1991,2006
NELSON CS,BRITISH COLUMBIA,1145M29,6839,71776,WNM,49.49,-117.31,492929000,-1171819000,534.9,1992,2023,1992,2020,1992,2023,1992,2006
WARFIELD RCS,BRITISH COLUMBIA,1148705,31067,71401,XWF,49.11,-117.74,490643000,-1174420000,566.9,2001,2023,2001,2020,2001,2023,2002,2007
CRESTON CAMPBELL SCIENTIFIC,BRITISH COLUMBIA,114B1F0,6838,71770,WJR,49.08,-116.5,490454082,-1163002449,640.7,1993,2023,1993,2020,1993,2023,1993,2006
CRANBROOK A,BRITISH COLUMBIA,1152102,1174,71880,YXC,49.61,-115.78,493644000,-1154655000,940,1968,2012,1980,2012,1968,2012,1968,2012
CRANBROOK A,BRITISH COLUMBIA,1152105,50818,71880,YXC,49.61,-115.78,493644000,-1154655000,940,2012,2023,2012,2020,2012,2023,NA,NA
CRANBROOK AIRPORT AUTO,BRITISH COLUMBIA,1152106,51818,71660,VXC,49.62,-115.79,493703428,-1154720576,926.69,2013,2023,2013,2020,2013,2023,NA,NA
SPARWOOD,BRITISH COLUMBIA,1157630,1207,NA,,49.75,-114.88,494443000,-1145258000,1137.7,1980,2020,1980,2020,1980,2020,1980,2007
SPARWOOD CS,BRITISH COLUMBIA,1157631,6842,71782,WGW,49.75,-114.88,494442000,-1145302040,1136.7,1992,2023,1992,2020,1992,2023,1993,2006
SPARWOOD A,BRITISH COLUMBIA,1157632,52278,NA,WSW,49.75,-114.88,494443000,-1145258000,1137.7,2014,2023,2014,2020,NA,NA,NA,NA
SPARWOOD A,BRITISH COLUMBIA,1157635,52959,NA,WSW,49.83,-114.88,495000000,-1145300000,1158.2,2014,2023,2014,2020,2018,2023,NA,NA
ASHCROFT,BRITISH COLUMBIA,1160515,48708,71681,VAS,50.71,-121.28,504230005,-1211653001,327,2010,2023,2010,2020,2010,2023,NA,NA
BLUE RIVER A,BRITISH COLUMBIA,1160898,53423,NA,YCP,52.12,-119.29,520729000,-1191734000,690.4,2015,2023,2015,2020,NA,NA,NA,NA
BLUE RIVER A,BRITISH COLUMBIA,1160899,1237,NA,YCP,52.13,-119.29,520744500,-1191722300,690.4,1969,2023,1980,2020,1969,2023,1969,2007
BLUE RIVER A,BRITISH COLUMBIA,1160902,53424,NA,YCP,52.12,-119.29,520729000,-1191734000,690.4,2015,2023,2015,2020,2018,2023,NA,NA
BLUE RIVER CS,BRITISH COLUMBIA,1160H99,8214,71883,WSV,52.13,-119.29,520744400,-1191723700,682.8,1992,2023,1992,2020,1992,2023,1997,2006
CLEARWATER AUTO,BRITISH COLUMBIA,1161650,52398,71645,VCW,51.65,-120.08,513909300,-1200456400,438,2014,2023,2014,2020,2014,2023,NA,NA
CLINTON (AUT),BRITISH COLUMBIA,1161661,1255,NA,ZCL,51.14,-121.5,510841000,-1213017000,1056.7,1972,2018,1980,2018,1973,2015,1972,2007
CLINTON A,BRITISH COLUMBIA,1161662,51558,71717,YIN,51.27,-121.68,511559000,-1214105000,1126.2,2013,2023,2013,2020,2013,2023,NA,NA
CLINTON RCS,BRITISH COLUMBIA,1161663,53638,71474,NCN,51.14,-121.5,510840074,-1213017208,1059,2015,2023,2015,2020,2015,2023,NA,NA
KAMLOOPS A,BRITISH COLUMBIA,1163780,1275,71887,YKA,50.7,-120.44,504208000,-1202631000,345.3,1951,2013,1980,2013,1951,2013,1951,2013
KAMLOOPS A,BRITISH COLUMBIA,1163781,51423,71887,YKA,50.7,-120.45,504209000,-1202655000,345.3,2013,2023,2013,2020,2013,2023,NA,NA
KAMLOOPS AUT,BRITISH COLUMBIA,1163842,42203,71741,ZKA,50.7,-120.44,504208000,-1202631000,345,2006,2023,2006,2020,2006,2023,2006,2006
SALMON ARM CS,BRITISH COLUMBIA,116FRMN,6843,71218,WSL,50.7,-119.29,504210800,-1191726440,350.5,1991,2023,1991,2020,1991,2023,1991,2006
GOLDEN A,BRITISH COLUMBIA,1173209,52439,NA,YGE,51.3,-116.98,511757000,-1165856000,784.9,2014,2023,2014,2020,NA,NA,NA,NA
GOLDEN A,BRITISH COLUMBIA,1173210,1364,71173,YGE,51.3,-116.98,511757000,-1165856000,784.9,1902,2023,1980,2020,1902,2023,1902,2007
GOLDEN A,BRITISH COLUMBIA,1173214,52980,NA,YGE,51.3,-116.98,511757000,-1165856000,784.9,2014,2023,2014,2020,2018,2023,NA,NA
GOLDEN AIRPORT,BRITISH COLUMBIA,1173220,54318,71905,VGE,51.3,-116.98,511800800,-1165903600,785,2015,2023,2015,2020,2015,2023,NA,NA
REVELSTOKE A,BRITISH COLUMBIA,1176745,49492,71685,YRV,50.97,-118.18,505800000,-1181100000,444.7,2011,2023,2011,2020,2011,2023,NA,NA
REVELSTOKE A,BRITISH COLUMBIA,1176749,1370,NA,ZRV,50.96,-118.18,505740000,-1181100000,444.7,1990,2014,1990,2014,1990,2013,1990,2007
REVELSTOKE AIRPORT RD,BRITISH COLUMBIA,1176751,1372,NA,,50.95,-118.17,505712000,-1180959000,450,1969,1999,1980,1999,1969,1999,1969,1999
REVELSTOKE AIRPORT AUTO,BRITISH COLUMBIA,1176755,49548,71882,VRA,50.96,-118.18,505729600,-1181034600,444.7,2011,2023,2011,2020,2012,2023,NA,NA
YOHO PARK,BRITISH COLUMBIA,11790J1,6844,71786,WYL,51.44,-116.34,512634400,-1162040400,1602,1992,2023,1992,2020,1992,2023,1993,2006
CHETWYND A,BRITISH COLUMBIA,1181507,51420,NA,YCQ,55.69,-121.63,554114000,-1213736000,609.3,2014,2023,2014,2020,NA,NA,NA,NA
CHETWYND A,BRITISH COLUMBIA,1181508,1400,NA,YCQ,55.69,-121.63,554114000,-1213736000,609.6,1982,2023,1982,2020,1982,2023,1982,2007
CHETWYND A,BRITISH COLUMBIA,1181513,52939,NA,YCQ,55.69,-121.63,554114000,-1213736000,609.3,2014,2023,2014,2020,2018,2023,NA,NA
DAWSON CREEK A,BRITISH COLUMBIA,1182285,1404,71471,YDQ,55.74,-120.18,554430000,-1201055000,654.7,1964,2009,1980,2009,1968,2009,1968,2006
DAWSON CREEK LWIS,BRITISH COLUMBIA,1182287,44789,NA,VDQ,55.74,-120.18,554430000,-1201055000,654.7,2006,2010,2006,2010,2006,2009,NA,NA
DAWSON CREEK A,BRITISH COLUMBIA,1182289,48208,71471,YDQ,55.74,-120.18,554432000,-1201059000,654.7,2009,2023,2009,2020,2009,2023,NA,NA
FORT ST JOHN A,BRITISH COLUMBIA,1183000,1413,71943,YXJ,56.24,-120.74,561417000,-1204425000,694.9,1942,2012,1980,2012,1942,2012,1942,2012
FORT ST. JOHN A,BRITISH COLUMBIA,1183001,50837,71943,YXJ,56.24,-120.74,561418000,-1204425000,694.9,2012,2023,2012,2020,2012,2023,NA,NA
MACKENZIE A,BRITISH COLUMBIA,1184790,1423,NA,VMK,55.31,-123.14,551819000,-1230817000,690.1,1971,2015,1980,2015,1971,2013,1971,2007
MACKENZIE,BRITISH COLUMBIA,1184791,48870,71290,YZY,55.3,-123.13,551758000,-1230800000,690.1,2010,2023,2010,2020,2010,2023,NA,NA
MACKENZIE AIRPORT AUTO,BRITISH COLUMBIA,1184793,51517,71944,VZY,55.31,-123.14,551819041,-1230816088,694,2013,2023,2013,2020,2013,2023,NA,NA
PINK MOUNTAIN 3,BRITISH COLUMBIA,1186173,54818,NA,WNO,56.94,-122.72,565607000,-1224301000,960.12,2019,2023,2019,2020,2019,2023,NA,NA
SIKANNI CHIEF,BRITISH COLUMBIA,1187335,1440,NA,WKS,57.25,-122.72,571501008,-1224305001,937,1990,2016,1990,2016,1990,2016,1990,2007
SIKANNI CHIEF,BRITISH COLUMBIA,1187336,52078,NA,WKS,57.25,-122.72,571501000,-1224305000,937,2014,2018,2014,2018,NA,NA,NA,NA
DEASE LAKE,BRITISH COLUMBIA,1192340,1454,71958,WDL,58.43,-130.01,582542006,-1300038004,806.6,1944,2012,1980,2012,1944,2011,1944,2007
DEASE LAKE A,BRITISH COLUMBIA,1192341,49628,71686,YDL,58.42,-130.03,582520000,-1300153000,802.8,2011,2023,2011,2020,2011,2023,NA,NA
DEASE LAKE LWIS,BRITISH COLUMBIA,1192345,30909,NA,,58.42,-130.03,582520000,-1300156000,792.5,2000,2011,2000,2011,2002,2004,2002,2004
FORT NELSON A,BRITISH COLUMBIA,1192940,1455,71945,YYE,58.84,-122.6,585011000,-1223550000,381.9,1937,2012,1980,2012,1937,2012,1937,2012
FORT NELSON A,BRITISH COLUMBIA,1192946,50819,71945,YYE,58.84,-122.6,585011000,-1223549000,381.9,2012,2023,2012,2020,2012,2023,NA,NA
FORT NELSON,BRITISH COLUMBIA,1192948,54098,71594,VFN,58.84,-122.57,585029006,-1223427002,380.2,2015,2023,2015,2020,2015,2023,NA,NA
LIARD RIVER (AUT),BRITISH COLUMBIA,1194605,1460,NA,,59.45,-126.15,592700000,-1260900000,464.2,1972,1981,1980,1981,1973,1975,1972,1973
MUNCHO LAKE,BRITISH COLUMBIA,1195250,1470,71280,WWQ,58.93,-125.77,585548004,-1254600003,836.5,1970,2014,1980,2014,1970,2014,1970,2007
MUNCHO LAKE A,BRITISH COLUMBIA,1195251,52158,NA,WWQ,58.93,-125.77,585548000,-1254600000,836.5,2014,2023,2014,2020,NA,NA,NA,NA
TETSA RIVER A,BRITISH COLUMBIA,1195800,52159,NA,WTH,58.65,-124.24,583911000,-1241409000,810,2014,2023,2014,2020,NA,NA,NA,NA
TETSA RIVER,BRITISH COLUMBIA,1195J29,1464,NA,WTH,58.65,-124.24,583911056,-1241409052,810,1982,2017,1982,2017,1982,2017,1982,2007
STEAMBOAT,BRITISH COLUMBIA,1197704,6847,NA,,58.68,-123.77,584100000,-1234600000,1063.8,1993,1995,1993,1995,1993,1995,1993,1995
DEASE LAKE (AUT),BRITISH COLUMBIA,119BLM0,6845,71222,WKX,58.43,-130.03,582533959,-1300130000,800.67,1993,2023,1993,2020,1993,2023,1993,2007
ISKUT RIVER (AUT),BRITISH COLUMBIA,120C6PK,10806,71762,WIO,56.73,-131.67,564400000,-1314000000,15,1994,2002,1994,2002,1995,2002,NA,NA
BABBAGE RIVER (AUT),YUKON TERRITORY,2100143,10187,NA,,68.82,-138.75,684900000,-1384500000,182.9,1988,1989,1988,1989,NA,NA,NA,NA
BEAVER CREEK A,YUKON TERRITORY,2100155,53179,NA,YXQ,62.41,-140.87,622437000,-1405208000,649.5,2014,2023,2014,2020,2018,2023,NA,NA
BEAVER CREEK A,YUKON TERRITORY,2100159,53178,NA,YXQ,62.41,-140.87,622437000,-1405208000,649.5,2014,2023,2014,2020,NA,NA,NA,NA
BEAVER CREEK A,YUKON TERRITORY,2100160,1518,NA,YXQ,62.41,-140.87,622437000,-1405203000,649,1968,2015,1980,2015,1968,2015,1968,2006
BURWASH,YUKON TERRITORY,2100179,10192,NA,WDB,61.37,-139.03,612200000,-1390200000,806.8,1993,2004,1993,2004,1993,2004,1999,2000
BURWASH A,YUKON TERRITORY,2100180,50270,NA,YDB,61.37,-139.04,612214000,-1390224000,806.2,2012,2023,2012,2020,NA,NA,NA,NA
BURWASH A,YUKON TERRITORY,2100181,49650,71001,YDB,61.37,-139.04,612214000,-1390224000,805.3,2011,2023,2011,2020,2011,2023,NA,NA
BURWASH A,YUKON TERRITORY,2100182,1525,NA,YDB,61.37,-139.05,612200000,-1390300000,806.2,1966,2015,1980,2015,1966,2015,1966,2007
BURWASH AIRPORT AUTO,YUKON TERRITORY,2100184,51718,71195,VBR,61.37,-139.02,612200000,-1390100000,807,2013,2023,2013,2020,2013,2023,NA,NA
BURWASH AWOS,YUKON TERRITORY,2100185,31087,NA,CBH,61.37,-139.03,612212030,-1390156042,805.3,2008,2011,2008,2011,NA,NA,NA,NA
CARMACKS CS,YUKON TERRITORY,2100301,27950,71039,XCK,62.12,-136.19,620654000,-1361131100,542.9,1999,2023,1999,2020,1999,2023,NA,NA
DAWSON CITY A,YUKON TERRITORY,2100401,51421,NA,YDA,64.04,-139.13,640232000,-1390749000,370.3,2013,2023,2013,2020,NA,NA,NA,NA
DAWSON A,YUKON TERRITORY,2100402,1535,NA,YDA,64.04,-139.13,640235000,-1390740000,370.33,1976,2015,1980,2015,1976,2015,1976,2007
DAWSON CITY A,YUKON TERRITORY,2100407,53022,NA,YDA,64.04,-139.13,640232000,-1390749000,370.3,2014,2023,2014,2020,2018,2023,NA,NA
FARO A,YUKON TERRITORY,2100517,1548,NA,ZFA,62.21,-133.37,621225000,-1332224000,716.3,1977,2015,1980,2015,1977,2015,1978,2007
FARO (AUT),YUKON TERRITORY,2100518,8964,71949,WUM,62.21,-133.38,621227000,-1332233000,716.6,1992,2023,1992,2020,1992,2023,2002,2007
FARO A,YUKON TERRITORY,2100519,51887,NA,ZFA,62.21,-133.37,621225000,-1332224000,716.3,2013,2023,2013,2020,NA,NA,NA,NA
FARO A,YUKON TERRITORY,2100527,53025,NA,ZFA,62.21,-133.37,621225000,-1332224000,716.3,2014,2023,2014,2020,2018,2023,NA,NA
HAINES JUNCTION,YUKON TERRITORY,2100630,1556,71505,WHT,60.77,-137.58,604621008,-1373449004,595.3,1944,2023,1980,2020,1944,2023,1944,2006
HERSCHEL ISLAND,YUKON TERRITORY,2100636,1560,71501,WJN,69.57,-138.91,693405500,-1385448200,1.2,1974,2022,1980,2020,1974,2022,1974,2007
IVVAVIK NAT. PARK,YUKON TERRITORY,2100660,26869,71978,WOI,69.16,-140.15,690952000,-1400900000,243.8,1995,2023,1995,2020,1995,2023,2004,2006
KING POINT (AUT),YUKON TERRITORY,2100678,8994,NA,,69.08,-138.02,690500000,-1380100000,61,1985,1986,1985,1986,NA,NA,NA,NA
KOMAKUK BEACH,YUKON TERRITORY,2100682,10822,71046,WKM,69.61,-140.2,693643000,-1401149000,13.2,1994,2023,1994,2020,1994,2023,NA,NA
KOMAKUK BEACH A,YUKON TERRITORY,2100685,1568,71969,YAJ,69.58,-140.18,693500000,-1401100000,7.3,1958,1993,1980,1993,1958,1993,1958,1993
MACMILLAN PASS,YUKON TERRITORY,2100693,27339,71990,WNV,63.24,-130.04,631437026,-1300214028,1379,1998,2023,1998,2020,1998,2023,1998,2007
MARGARET LAKE,YUKON TERRITORY,2100697,27296,71977,WZR,68.8,-140.85,684802000,-1405051000,568,1997,2023,1997,2020,1997,2023,2004,2006
MAYO A,YUKON TERRITORY,2100700,1572,71965,YMA,63.62,-135.87,633700000,-1355200000,503.8,1924,2013,1980,2013,1924,2013,1925,2013
MAYO A,YUKON TERRITORY,2100701,51426,71965,YMA,63.62,-135.87,633659000,-1355206000,503.8,2013,2023,2013,2020,2013,2023,NA,NA
MAYO A,YUKON TERRITORY,2100702,54178,NA,YMA,63.62,-135.87,633700000,-1355208000,503.8,2016,2023,2016,2020,2018,2023,NA,NA
OLD CROW A,YUKON TERRITORY,2100800,1582,NA,YOC,67.57,-139.84,673414000,-1395021000,250.24,1951,2015,1980,2015,1951,2015,1951,2007
OLD CROW A,YUKON TERRITORY,2100801,51437,NA,YOC,67.57,-139.84,673412000,-1395024000,250.2,2013,2023,2013,2020,NA,NA,NA,NA
OLD CROW RCS,YUKON TERRITORY,2100805,26894,71044,ZOC,67.57,-139.84,673414000,-1395021000,251.2,1994,2023,1994,2020,1995,2023,2006,2007
OLD CROW A,YUKON TERRITORY,2100807,53023,NA,YOC,67.57,-139.84,673412000,-1395024000,250.2,2014,2023,2014,2020,2018,2023,NA,NA
ROCK RIVER,YUKON TERRITORY,2100935,8979,71506,WRR,66.98,-136.22,665852000,-1361305000,731,1994,2023,1994,2020,1995,2023,NA,NA
ROSS RIVER A,YUKON TERRITORY,2100940,1592,NA,,61.97,-132.43,615800000,-1322600000,705.3,1961,1994,1980,1994,1961,1994,1964,1994
SATAH RIVER,YUKON TERRITORY,2100946,26867,NA,WNO,66.87,-134.2,665200000,-1341200000,86,1995,2001,1995,2001,1995,2001,NA,NA
SHINGLE POINT A,YUKON TERRITORY,2100950,1596,71968,YUA,68.95,-137.22,685700000,-1371300000,49.4,1957,2023,1980,2020,1957,2023,1957,1993
DAWSON,YUKON TERRITORY,2100LRP,10194,71966,WON,64.06,-139.13,640339076,-1390736000,370,1995,2023,1995,2020,1995,2023,1999,2007
STOKES POINT,YUKON TERRITORY,2101050,1602,NA,,69.35,-138.77,692049000,-1384613000,34.7,1959,1993,1980,1993,1959,1993,1959,1963
TESLIN A,YUKON TERRITORY,2101100,1610,NA,YZW,60.17,-132.74,601026900,-1324409200,705,1943,2014,1980,2014,1943,2014,1943,2006
TESLIN A,YUKON TERRITORY,2101101,52321,NA,YZW,60.17,-132.74,601023000,-1324430000,705,2014,2023,2014,2020,NA,NA,NA,NA
TESLIN (AUT),YUKON TERRITORY,2101102,8985,71045,WZW,60.17,-132.73,601000000,-1324400000,705,1992,2023,1992,2020,1992,2023,2001,2007
TESLIN A,YUKON TERRITORY,2101106,53027,NA,YZW,60.17,-132.74,601023000,-1324430000,705,2014,2023,2014,2020,2018,2023,NA,NA
